Molecule ChEMBL ID,Standard Type,Standard_Value,Standard Units,canon_smiles
CHEMBL409228,IC50,650.0,nM,CCC(C)C(NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(C)NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)C(N)CC(N)=O)C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CC(C)C)C(=O)O)C(C)CC)C(C)CC
CHEMBL265917,IC50,1330.0,nM,CCC(C)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)C(N)CC(N)=O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CC(C)C)C(=O)O
CHEMBL206452,Ki,100000.0,nM,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2
CHEMBL214965,IC50,5000.0,nM,O=C(Nc1ccccc1)c1cc(Cc2ccccc2)c(O)c(O)c1O
CHEMBL51483,Ki,10100.0,nM,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
CHEMBL397906,Ki,7430.0,nM,CC(C)CC(C(=O)O)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S
CHEMBL436605,Ki,124000.0,nM,CCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C
CHEMBL396499,Ki,192000.0,nM,C=CCOC(=O)C(C)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S
CHEMBL394857,Ki,115000.0,nM,CC(C(=O)O)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S
CHEMBL2171005,Ki,65.8,nM,Cc1c(C(=O)NCCCN2CCN(C)CC2)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5cccc(Br)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C
CHEMBL2170843,IC50,2543.0,nM,Cc1c(C(=O)NCCCN2CCN(C)CC2)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5cccc(S(C)(=O)=O)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C
CHEMBL425792,Ki,128000.0,nM,CCCc1ccc2c(c1)C(C(C#N)C(=O)OCC)C(C(=O)OCC)=C(N)O2
CHEMBL428647,GI50,10000.0,nM,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
CHEMBL220350,GI50,37000.0,nM,CCOC(=O)C1=C(N)Oc2ccc(C)cc2C1C(C#N)C(=O)OCC
CHEMBL444140,IC50,190.0,nM,Cc1cc(C(=O)N(c2ccccc2)c2ccccc2)nn1-c1ccccc1C(=O)N1Cc2ccccc2CC1CO
CHEMBL501871,IC50,160.0,nM,COCC1Cc2ccccc2CN1C(=O)c1ccccc1-n1nc(C(=O)N(c2ccccc2)c2ccccc2)cc1C
CHEMBL467229,IC50,780.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3CC2CO)c(C)c1Cl
CHEMBL3309313,IC50,10.0,nM,CN(C)CCOc1ccc(-c2ccc(Cl)cc2)c(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)c1
CHEMBL2063889,Ki,21.8,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL376408,Ki,0.6,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL376408,EC50,30.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL3629843,Ki,10000.0,nM,O=C(Nc1cccc(C(=O)O)c1O)c1ccc(C=C2SC(=S)N(c3ccc([N+](=O)[O-])cc3)C2=O)cc1
CHEMBL443684,Ki,1.0,nM,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1
CHEMBL3797344,Ki,1040.0,nM,CCOc1ccc(-c2c(NC(=O)c3ccc(OCC(C)C)cc3)c(C(=O)O)nn2-c2ccc(Oc3ccccc3)cc2)cc1
CHEMBL3924348,IC50,1.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCN(CC(O)CF)CC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3899315,IC50,253.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3931799,IC50,7.0,nM,N#CC(c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1
CHEMBL3932954,Ki,182.0,nM,COC(=O)CCCCNC=C1C(=O)C(O)=C(C(C)C)c2cc(C)c(-c3c(C)cc4c(c3O)C(=CNCCCCC(=O)OC)C(=O)C(O)=C4C(C)C)c(O)c21
CHEMBL51483,Ki,511.0,nM,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
CHEMBL47386,Ki,100000.0,nM,Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2
CHEMBL3318321,Ki,474760.0,nM,O=C1CCC(O)c2cccc(O)c21
CHEMBL2436886,Ki,1925.0,nM,CCCCNC(=O)c1cc(O)c(O)c(O)c1NC(=O)c1ccccc1
CHEMBL373544,EC50,1600.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(=Cc4ccccc4C#N)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL374097,Ki,1.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4C4CCCCC4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL384217,EC50,3300.0,nM,COc1cccc(-c2ccccc2CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC(CCN(C)C)CSc5ccccc5)c([N+](=O)[O-])c4)cc3)CC2)c1
CHEMBL192571,EC50,30000.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C)(C)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL192571,EC50,30000.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C)(C)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL256858,Ki,161000.0,nM,O=C(OCCOCCOCCOC(=O)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(Br)cc2)SC1=S
CHEMBL406312,Ki,4300.0,nM,O=C(O)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(OCOc3ccc(C=C4SC(=S)N(C(Cc5ccccc5)C(=O)O)C4=O)cc3)cc2)SC1=S
CHEMBL520607,IC50,3670.0,nM,CCN(CC)C(=O)c1nn(-c2ccccc2C(=O)N2Cc3ccccc3CC2CO)c(C)c1Br
CHEMBL509472,Ki,5200.0,nM,O=C(C1C(CO)C2Cn3c(cccc3=O)C2N1Cc1ccc(Oc2ccccc2)cc1)N1CCC(Cc2ccccc2)CC1
CHEMBL470541,Ki,8400.0,nM,O=C(NCc1ccc(Oc2ccccc2)cc1)C1C(CO)C2Cn3c(cccc3=O)C2N1CC1CCCCC1
CHEMBL502454,Ki,4300.0,nM,COCCNC(=O)C1C(CO)C2Cn3c(cccc3=O)C1N2c1nc(-c2ccc(Cl)cc2)c(-c2ccccc2)s1
CHEMBL3948201,Ki,0.001,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(NCC5CCC(C)(O)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3650540,Ki,0.155,nM,CN(C)CCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2Oc2cccc3c2CCC(=O)N3)cc1[N+](=O)[O-]
CHEMBL1269073,Ki,1530.0,nM,CC1=C(C2=C(C)C(=O)c3c(cc(O)c(O)c3CC3CCCC3)C2=O)C(=O)c2cc(O)c(O)c(CC3CCCC3)c2C1=O
CHEMBL3904327,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5(F)CCOCC5)c(Cl)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3984691,Ki,1.6269999999999998,nM,COC1CCC(COc2ncc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2C(F)(F)F)CC1
CHEMBL3961391,Ki,0.044000000000000004,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5CCC(N6CCOCC6)CC5)c(Cl)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3934719,Ki,1.102,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cc(F)c(F)c(OCC5(F)CCOCC5)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3924723,Ki,0.601,nM,CC1(C)CCC(CC2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5CCOCC5)c(Cl)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3955933,Ki,0.01,nM,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CCC(F)(F)C3)CC2)cc1Oc1cnc2[nH]ccc2c1
CHEMBL3906643,Ki,0.042,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCC(N6CCC(F)(F)C6)CC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3703608,IC50,4.0,nM,CN(CCO)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCC(C(N)c4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1S(=O)(=O)C(F)(F)F
CHEMBL3703624,IC50,30.0,nM,CCOP(=O)(OCC)OC(c1ccccc1-c1ccc(Cl)cc1)C1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NC(CCN4CCOCC4)CSc4ccccc4)c(S(=O)(=O)C(F)(F)F)c3)cc2)CC1
CHEMBL3701357,IC50,7.0,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc3c(cc2C(=O)N2Cc4ccccc4CC2CN2CCOCC2)OCO3)n1CC(F)F
CHEMBL510828,Ki,2200.0,nM,O=C(C1C(CO)C2Cn3c(cccc3=O)C2N1Cc1ccc(Cl)c(Cl)c1)N1CCC(c2ccc(F)cc2)CC1
CHEMBL449695,Ki,1600.0,nM,O=C(NCCCN1CCCC1)C1C(CO)C2Cn3c(cccc3=O)C1N2c1nc(-c2ccc(Cl)cc2)c(-c2ccccc2)s1
CHEMBL3906575,Ki,0.196,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C(CF)CF)C5)c(S(=O)(=O)C(F)(F)F)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3903130,Ki,0.139,nM,CC(C)N1CCC(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3cnc4[nH]ccc4c3)cc2[N+](=O)[O-])CC1
CHEMBL3920090,Ki,0.035,nM,CC(C)N1CCC2(CCC(c3ccc(Cl)cc3)=C(CN3CCN(c4ccc(C(=O)NS(=O)(=O)c5ccc(NCC6CCOCC6)c(C(F)(F)F)c5)c(Oc5cnc6[nH]ccc6c5)c4)CC3)C2)CC1
CHEMBL3701300,IC50,4.4,nM,Cc1ccc(N(C(=O)c2cc(-c3cc4c(cc3C(=O)N3Cc5ccccc5CC3CN3CCOCC3)OCO4)n(C)c2C)c2ccc(O)cc2)cc1F
CHEMBL3890050,IC50,466.35,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])c3c(C)nn(C)c3C)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3893085,IC50,529.08,nM,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+]([O-])CCc3cccc4ccccc34)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL3701400,IC50,20.6,nM,COc1ccc(C(=O)N2Cc3ccccc3CC2CN2CCOCC2)c(-c2cc(C(=O)N(c3ccc(O)c(F)c3)c3cnn(C)c3)c(C)n2C)c1
CHEMBL3701404,IC50,5.5,nM,Cc1c(C(=O)N(c2ccc(O)cc2)c2cnn(C)c2)cc(-c2cc(Cl)ccc2C(=O)N2Cc3ccccc3CC2C)n1CCN1CCOCC1
CHEMBL3704777,IC50,3.5,nM,Cc1c(N(C(=O)c2cc(-c3ccc(F)cc3C(=O)N3Cc4ccccc4CC3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cc(C#N)n1C
CHEMBL3704781,IC50,3.4,nM,Cc1c(N(C(=O)c2cc(-c3cc(Cl)ccc3C(=O)N3Cc4ccccc4CC3CN3CCOCC3)n(C)c2C)c2ccc(O)cc2)cnn1C
CHEMBL3950071,Ki,0.546,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(NC5CCN(C6CC6)CC5)c(Cl)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3917855,Ki,0.14400000000000002,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(OCC5CN(CC#N)CCO5)c(Cl)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3960804,Ki,0.04,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(OC5CCN(C(CF)CF)C5)c(Cl)c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL2031026,IC50,10.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3CC2COCCN(C)C)c(C)c1Cl
CHEMBL3940231,IC50,50.0,nM,CCCCN(C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl)c1cccc(-c2cccc(Cl)c2)c1
CHEMBL3902143,Ki,176.18,nM,CC(=O)N(CCSc1ccccc1)C1CCN(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)CC1
CHEMBL3654026,Ki,0.363,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4ccc5[nH]cc(Cl)c5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654041,Ki,7.55,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4ccnc(NC(=O)OC(C)(C)C)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654055,Ki,0.127,nM,CC1(C)CC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCC(N6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cc5cc[nH]c5cc4Cl)c3)CC2)CO1
CHEMBL3654073,Ki,4.555,nM,O=C(NS(=O)(=O)c1ccc(NC2CCC(N3CCOCC3)CC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(CC3=C(c4ccc(Cl)cc4)CCOCC3)CC2)cc1Oc1cc2cc[nH]c2cc1Cl
CHEMBL3654088,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(OCC5(F)CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc(N)c(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL3654121,Ki,0.01,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5(F)CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc(N)c(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL2063894,Ki,21.1,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5cn(C)cc5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL3311493,IC50,59.0,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(CO)(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL2326038,IC50,350.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5cnoc5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL4525910,Ki,16100.0,nM,CC(C)(C)c1ccc(N2CCN(S(=O)(=O)Nc3ccc(SCCC(=O)Nc4ccccc4)cc3C(=O)O)CC2)cc1
CHEMBL3401821,Ki,750.0,nM,O=C(NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C(Cc1c[nH]c2ccccc12)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)SC1=S
CHEMBL3401820,Ki,5600.0,nM,O=C(NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C(Cc1c[nH]c2ccccc12)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S
CHEMBL3401807,Ki,1900.0,nM,O=C(NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)SC1=S
CHEMBL3401798,Ki,460.0,nM,O=C(NS(=O)(=O)c1ccccc1)C(Cc1ccccc1)N1C(=O)C(=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)SC1=S
CHEMBL4521112,Ki,5000.0,nM,CCc1sc2ncnc(NC(C)C(=O)O)c2c1-c1cccc(O)c1
CHEMBL4521569,Ki,1300.0,nM,CCNS(=O)(=O)c1cccc(-c2nc(NC(C)C(=O)O)c3c(-c4cccc(Oc5ccc(F)cc5)c4)c(CC)sc3n2)c1
CHEMBL4471326,Ki,269000.0,nM,CCc1sc2ncnc(NC(C(=O)O)c3ccccc3)c2c1-c1cccc(O)c1
CHEMBL4524567,Ki,21000.0,nM,O=C(O)C(Cc1ccccc1)Nc1ncnc2sc(-c3ccccc3)c(-c3cccc(O)c3)c12
CHEMBL2322028,IC50,5.0,nM,O=S(=O)(Nc1nnc2n1CCN(C1CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC1)C2)c1ccc(NC(CCN2CCOCC2)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1
CHEMBL2322027,IC50,17.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)NC2=NS(=O)(=O)c3cc(N4CCN(Cc5ccccc5-c5ccc(Cl)cc5)CC4)ccc32)cc1[N+](=O)[O-]
CHEMBL2031024,IC50,35.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3CC2CO)c(C)c1Cl
CHEMBL2030848,IC50,1790.0,nM,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C(=O)OCC)nn1-c1ccc(OC)cc1
CHEMBL2030861,IC50,190.0,nM,CCCCc1c(-c2ccc(C(=O)NS(=O)(=O)CC[Si](C)(C)C)cc2C(=O)N2CCc3ccccc3C2)c(CO)nn1-c1ccccc1
CHEMBL2031004,IC50,160.0,nM,CCCCN(CCCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4cccc(Cl)c4c3)cc2C(=O)N2Cc3ccccc3CC2CO)n1
CHEMBL2031007,IC50,150.0,nM,CCCN(CCC)c1nccc(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)n1
CHEMBL2031012,IC50,32.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL3968488,IC50,1460.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccc(OCCCN(C)C)cc4c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL2031021,IC50,60.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(c3)CCN4CC)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL3917408,IC50,390.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4c(ccn4CCCN4CCOCC4)c3)cc2C(=O)N2CCc3ccccc3C2)c(C)c1Cl
CHEMBL2031027,IC50,8.41,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3CC2CN)c(C)c1Cl
CHEMBL3963300,IC50,20.0,nM,CCCCN(CCCC)C(=O)c1nn(-c2ccc(C(=O)NS(=O)(=O)c3ccc4ccccc4c3)cc2C(=O)N2Cc3ccccc3CC2CNC2CCN(C)CC2)c(C)c1Cl
CHEMBL3137309,IC50,230.0,nM,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1
CHEMBL595134,Ki,310.0,nM,N#CC1=C2C(=NC1=O)c1cccc3c(N4CCSCC4)ccc2c13
CHEMBL3794549,Ki,0.1,nM,CN(C)CCOc1cccc(-c2ccc(Cl)cc2)c1CN1CCN(c2ccc(C(=O)NS(=O)(=O)c3ccc(NCC4CCOCC4)c([N+](=O)[O-])c3)c(Oc3ccc4[nH]ccc4c3)c2)CC1
CHEMBL2325763,IC50,1.8,nM,CCn1c(C)c(C(=O)NS(C)(=O)=O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(NC(CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1
CHEMBL2325761,IC50,10.0,nM,CCCn1c(C)c(C(=O)O)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(NC(CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c1-c1ccc(Cl)cc1
CHEMBL2326037,IC50,140.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5cn(C)nc5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL2325774,IC50,210.0,nM,CN(C)CCC(CSc1ccccc1)Nc1ccc(S(=O)(=O)Nc2ccc(N3CCN(c4cccc(-c5cnn(C)c5-c5ccc(Cl)cc5)c4)CC3)cc2)cc1[N+](=O)[O-]
CHEMBL2325767,IC50,260.0,nM,Cc1c(Cl)c(-c2cccc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(NC(CCN(C)C)CSc6ccccc6)c([N+](=O)[O-])c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C
CHEMBL3417395,Ki,3000.0,nM,CCOc1ccccc1NN=C1C(=O)N(c2nc(-c3ccccc3)cs2)N=C1C
CHEMBL3899842,IC50,0.8,nM,O=C(NS(=O)(=O)c1ccc(NC(CCN(CCO)CCO)CSc2ccccc2)c(S(=O)(=O)C(F)(F)F)c1)c1ccc(N2CCC(C(O)c3ccccc3-c3ccc(Cl)cc3)CC2)cc1
CHEMBL3979383,Ki,1700.0,nM,Cc1ccccc1C=CC(=O)Nc1ccc(C(=O)NS(=O)(=O)c2ccc(NCCSc3ccccc3)c([N+](=O)[O-])c2)cc1
CHEMBL3951428,Ki,1500.0,nM,Cc1ccc(C=CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)cc1
CHEMBL3891088,Ki,1300.0,nM,COc1ccc(C=CC(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(NCCSc4ccccc4)c([N+](=O)[O-])c3)cc2)cc1
